file,line,hex,context_snippet
app/agents/departments.py,41,#0ea5e9,"ategie, Task-Zerlegung"",         color=""#0ea5e9"",         badge=""Planning"",     ),     "
app/agents/departments.py,48,#06b6d4,"üfung, Wissenssynthese"",         color=""#06b6d4"",         badge=""Research"",     ),     "
app/agents/departments.py,55,#10b981,"Dokumentation, Skripte"",         color=""#10b981"",         badge=""Development"",     ),  "
app/agents/departments.py,62,#f59e0b,"usik, Voice, Workflows"",         color=""#f59e0b"",         badge=""Media"",     ),     Dep"
app/agents/departments.py,69,#84cc16,"orkflow-Orchestrierung"",         color=""#84cc16"",         badge=""Automation"",     ),   "
app/agents/departments.py,76,#475569,", Recovery, Monitoring"",         color=""#475569"",         badge=""System"",     ), }   de"
app/gui/commands/palette.py,94,#ffffff,"   bg = tokens.get(""color_bg_surface"", ""#ffffff"")             border = tokens.get(""colo"
app/gui/commands/palette.py,95,#e2e8f0,"   border = tokens.get(""color_border"", ""#e2e8f0"")             text = tokens.get(""color_"
app/gui/commands/palette.py,96,#1f2937,"       text = tokens.get(""color_text"", ""#1f2937"")             self.setStyleSheet(f""""""  "
app/gui/commands/palette.py,107,#ffffff,"kground: {tokens.get('color_bg_input', '#ffffff')};                     border: 1px sol"
app/gui/commands/palette.py,124,#dbeafe,"ound: {tokens.get('color_bg_selected', '#dbeafe')};                 }}                 "
app/gui/commands/palette.py,127,#e2e8f0,"kground: {tokens.get('color_bg_hover', '#e2e8f0')};                 }}             """""")"
app/gui/components/doc_search_panel.py,40,#e5e7eb," { background: white; border: 1px solid #e5e7eb; ""         ""border-radius: 10px; }""    "
app/gui/components/doc_search_panel.py,73,#1f2937,"t-weight: bold; font-size: 14px; color: #1f2937;"")         root.addWidget(title)       "
app/gui/components/doc_search_panel.py,89,#2563eb,rchButton {                 background: #2563eb; color: white; border: none;           
app/gui/components/doc_search_panel.py,92,#1d4ed8,ton#docSearchButton:hover { background: #1d4ed8; }             QPushButton#docSearchBut
app/gui/components/doc_search_panel.py,93,#9ca3af,"#docSearchButton:disabled { background: #9ca3af; }             """"""         )         se"
app/gui/components/doc_search_panel.py,101,#6b7280,"     self._status.setStyleSheet(""color: #6b7280; font-size: 12px;"")         self._statu"
app/gui/components/doc_search_panel.py,111,#fafafa,"             ""QListWidget { background: #fafafa; border: 1px solid #e5e7eb; border-radi"
app/gui/components/doc_search_panel.py,111,#e5e7eb," background: #fafafa; border: 1px solid #e5e7eb; border-radius: 6px; }""         )      "
app/gui/components/doc_search_panel.py,120,#ffffff,"          ""QPlainTextEdit { background: #ffffff; border: 1px solid #e5e7eb; ""          "
app/gui/components/doc_search_panel.py,120,#e5e7eb," background: #ffffff; border: 1px solid #e5e7eb; ""             ""border-radius: 6px; fon"
app/gui/components/doc_search_panel.py,130,#9ca3af,"n."")         hint.setStyleSheet(""color: #9ca3af; font-size: 11px;"")         hint.setWor"
app/gui/components/markdown_widgets.py,35,#374151,"        bg = t.get(""color_bg_surface"", ""#374151"")         fg = t.get(""color_text"", ""#f3"
app/gui/components/markdown_widgets.py,36,#f3f4f6,"151"")         fg = t.get(""color_text"", ""#f3f4f6"")         hover = t.get(""color_bg_hover"
app/gui/components/markdown_widgets.py,37,#4b5563,"       hover = t.get(""color_bg_hover"", ""#4b5563"")         return f""""""             QMenu"
app/gui/components/markdown_widgets.py,44,#374151,"""             QMenu { background-color: #374151; color: #f3f4f6; padding: 4px; }       "
app/gui/components/markdown_widgets.py,44,#f3f4f6,enu { background-color: #374151; color: #f3f4f6; padding: 4px; }             QMenu::ite
app/gui/components/markdown_widgets.py,45,#4b5563,"Menu::item:selected { background-color: #4b5563; }         """"""   class MarkdownMessageW"
app/gui/devtools/markdown_demo_panel.py,149,#64748b,"rue)         hint.setStyleSheet(""color: #64748b; font-size: 11px;"")         ct.addWidge"
app/gui/domains/command_center/audit_operations_view.py,134,#e8e8e8,"f.theme)         fg = colors.get(""fg"", ""#e8e8e8"")         muted = colors.get(""muted"", """
app/gui/domains/command_center/audit_operations_view.py,135,#a0a0a0,""")         muted = colors.get(""muted"", ""#a0a0a0"")         style = f""""""             QGro"
app/gui/domains/command_center/audit_operations_view.py,137,#505050,"px solid {colors.get('top_bar_border', '#505050')}; border-radius: 8px; margin-top: 12p"
app/gui/domains/command_center/command_center_view.py,70,#2a2a2a,"tyle(self, colors: dict):         bg = ""#2a2a2a"" if self._theme == ""dark"" else ""#f8f8f8"
app/gui/domains/command_center/command_center_view.py,70,#f8f8f8,"#2a2a2a"" if self._theme == ""dark"" else ""#f8f8f8""         border = colors.get(""top_bar_b"
app/gui/domains/command_center/command_center_view.py,71,#505050," border = colors.get(""top_bar_border"", ""#505050"")         fg = colors.get(""fg"", ""#e8e8e"
app/gui/domains/command_center/command_center_view.py,72,#e8e8e8,"505050"")         fg = colors.get(""fg"", ""#e8e8e8"")         self.setStyleSheet(f""""""      "
app/gui/domains/command_center/command_center_view.py,80,#a0a0a0,"           color: {colors.get('muted', '#a0a0a0')};                 font-size: 11px;   "
app/gui/domains/command_center/command_center_view.py,91,#a0a0a0,"           color: {colors.get('muted', '#a0a0a0')};                 font-size: 10px;   "
app/gui/domains/command_center/command_center_view.py,110,#505050,10px;                 border: 1px solid #505050;                 border-radius: 8px;   
app/gui/domains/command_center/command_center_view.py,112,#2a2a2a, 8px;                 background-color: #2a2a2a;             }             QPushButton#
app/gui/domains/command_center/command_center_view.py,115,#353535,ver {                 background-color: #353535;                 border-color: #606060;
app/gui/domains/command_center/command_center_view.py,116,#606060," #353535;                 border-color: #606060;             }         """""")   class Com"
app/gui/domains/command_center/command_center_view.py,457,#e8e8e8,"colors)          fg = colors.get(""fg"", ""#e8e8e8"")         muted = colors.get(""muted"", """
app/gui/domains/command_center/command_center_view.py,458,#a0a0a0,""")         muted = colors.get(""muted"", ""#a0a0a0"")         group_style = f""""""           "
app/gui/domains/command_center/command_center_view.py,463,#505050,"px solid {colors.get('top_bar_border', '#505050')};                 border-radius: 8px;"
app/gui/domains/command_center/governance_view.py,88,#10b981,"turn          zone_colors = {""stable"": ""#10b981"", ""active"": ""#4a90d9"", ""experimental"": "
app/gui/domains/command_center/governance_view.py,88,#4a90d9,"lors = {""stable"": ""#10b981"", ""active"": ""#4a90d9"", ""experimental"": ""#f59e0b""}         fo"
app/gui/domains/command_center/governance_view.py,88,#f59e0b,", ""active"": ""#4a90d9"", ""experimental"": ""#f59e0b""}         for z in self.data.zones:    "
app/gui/domains/command_center/governance_view.py,94,#2a2a2a,{                     background-color: #2a2a2a;                     border-left: 4px s
app/gui/domains/command_center/governance_view.py,95,#505050,"px solid {zone_colors.get(z.zone_type, '#505050')};                     border-radius: "
app/gui/domains/command_center/governance_view.py,108,#2a2a2a,"_theme_colors(self.theme)         bg = ""#2a2a2a"" if self.theme == ""dark"" else ""#f8f8f8"""
app/gui/domains/command_center/governance_view.py,108,#f8f8f8,"""#2a2a2a"" if self.theme == ""dark"" else ""#f8f8f8""         for f in self.findChildren(QFr"
app/gui/domains/command_center/incident_operations_view.py,154,#e8e8e8,"f.theme)         fg = colors.get(""fg"", ""#e8e8e8"")         muted = colors.get(""muted"", """
app/gui/domains/command_center/incident_operations_view.py,155,#a0a0a0,""")         muted = colors.get(""muted"", ""#a0a0a0"")         style = f""""""             QGro"
app/gui/domains/command_center/incident_operations_view.py,157,#505050,"px solid {colors.get('top_bar_border', '#505050')}; border-radius: 8px; margin-top: 12p"
app/gui/domains/command_center/qa_drilldown_view.py,177,#e8e8e8,"f.theme)         fg = colors.get(""fg"", ""#e8e8e8"")         muted = colors.get(""muted"", """
app/gui/domains/command_center/qa_drilldown_view.py,178,#a0a0a0,""")         muted = colors.get(""muted"", ""#a0a0a0"")         style = f""""""             QGro"
app/gui/domains/command_center/qa_drilldown_view.py,180,#505050,"px solid {colors.get('top_bar_border', '#505050')}; border-radius: 8px; margin-top: 12p"
app/gui/domains/command_center/qa_operations_view.py,125,#e8e8e8,"f.theme)         fg = colors.get(""fg"", ""#e8e8e8"")         muted = colors.get(""muted"", """
app/gui/domains/command_center/qa_operations_view.py,126,#a0a0a0,""")         muted = colors.get(""muted"", ""#a0a0a0"")         style = f""""""             QGro"
app/gui/domains/command_center/qa_operations_view.py,128,#505050,"px solid {colors.get('top_bar_border', '#505050')}; border-radius: 8px; margin-top: 12p"
app/gui/domains/command_center/review_operations_view.py,131,#e8e8e8,"f.theme)         fg = colors.get(""fg"", ""#e8e8e8"")         muted = colors.get(""muted"", """
app/gui/domains/command_center/review_operations_view.py,132,#a0a0a0,""")         muted = colors.get(""muted"", ""#a0a0a0"")         style = f""""""             QGro"
app/gui/domains/command_center/review_operations_view.py,134,#505050,"px solid {colors.get('top_bar_border', '#505050')}; border-radius: 8px; margin-top: 12p"
app/gui/domains/command_center/runtime_debug_view.py,76,#e8e8e8,"f.theme)         fg = colors.get(""fg"", ""#e8e8e8"")         muted = colors.get(""muted"", """
app/gui/domains/command_center/runtime_debug_view.py,77,#a0a0a0,""")         muted = colors.get(""muted"", ""#a0a0a0"")         style = f""""""             QGro"
app/gui/domains/command_center/runtime_debug_view.py,79,#505050,"px solid {colors.get('top_bar_border', '#505050')}; border-radius: 8px; margin-top: 12p"
app/gui/domains/command_center/subsystem_detail_view.py,143,#e8e8e8,"f.theme)         fg = colors.get(""fg"", ""#e8e8e8"")         muted = colors.get(""muted"", """
app/gui/domains/command_center/subsystem_detail_view.py,144,#a0a0a0,""")         muted = colors.get(""muted"", ""#a0a0a0"")         style = f""""""             QGro"
app/gui/domains/command_center/subsystem_detail_view.py,146,#505050,"px solid {colors.get('top_bar_border', '#505050')}; border-radius: 8px; margin-top: 12p"
app/gui/domains/control_center/agents_ui/agent_avatar_widget.py,50,#505050,"lors(self.theme).get('top_bar_border', '#505050')};                 border-radius: {(se"
app/gui/domains/control_center/agents_ui/agent_avatar_widget.py,52,#353535,"e_colors(self.theme).get('top_bar_bg', '#353535')};             }}             """"""     "
app/gui/domains/control_center/agents_ui/agent_avatar_widget.py,108,#64748b,"abel.setStyleSheet(             ""color: #64748b; background: transparent; border: none;"
app/gui/domains/control_center/agents_ui/agent_avatar_widget.py,136,#505050,"me_colors(theme).get('top_bar_border', '#505050')};                 border-radius: {(se"
app/gui/domains/control_center/agents_ui/agent_avatar_widget.py,138,#353535,"_theme_colors(theme).get('top_bar_bg', '#353535')};             }}             """"""     "
app/gui/domains/control_center/agents_ui/agent_list_item.py,46,#1f2937,"nt-weight: 600; font-size: 13px; color: #1f2937;"")         name_label.setWordWrap(True)"
app/gui/domains/control_center/agents_ui/agent_list_item.py,57,#64748b,".setStyleSheet(""font-size: 11px; color: #64748b;"")         model_label.setWordWrap(True"
app/gui/domains/control_center/agents_ui/agent_list_item.py,64,#64748b,".setStyleSheet(""font-size: 11px; color: #64748b;"")         meta.addWidget(tools_label) "
app/gui/domains/control_center/agents_ui/agent_list_item.py,74,#94a3b8,".setStyleSheet(""font-size: 11px; color: #94a3b8; font-style: italic;"")         prompt_l"
app/gui/domains/control_center/agents_ui/agent_list_item.py,82,#eff6ff,tItem {                     background: #eff6ff;                     border: 1px solid 
app/gui/domains/control_center/agents_ui/agent_list_item.py,83,#bfdbfe,;                     border: 1px solid #bfdbfe;                     border-radius: 8px
app/gui/domains/control_center/agents_ui/agent_list_item.py,90,#ffffff,tItem {                     background: #ffffff;                     border: 1px solid 
app/gui/domains/control_center/agents_ui/agent_list_item.py,91,#e5e7eb,;                     border: 1px solid #e5e7eb;                     border-radius: 8px
app/gui/domains/control_center/agents_ui/agent_list_item.py,95,#f9fafb,hover {                     background: #f9fafb;                     border-color: #d1d
app/gui/domains/control_center/agents_ui/agent_list_item.py,96,#d1d5db,"fafb;                     border-color: #d1d5db;                 }             """""")    "
app/gui/domains/control_center/agents_ui/agent_list_panel.py,53,#1f2937,"nt-size: 16px; font-weight: 600; color: #1f2937;"")         header.addWidget(title)     "
app/gui/domains/control_center/agents_ui/agent_list_panel.py,63,#2563eb,entButton {                 background: #2563eb;                 color: white;         
app/gui/domains/control_center/agents_ui/agent_list_panel.py,70,#1d4ed8, #createAgentButton:hover { background: #1d4ed8; }             #createAgentButton:disab
app/gui/domains/control_center/agents_ui/agent_list_panel.py,72,#cbd5e1,:disabled {                 background: #cbd5e1;                 color: #94a3b8;       
app/gui/domains/control_center/agents_ui/agent_list_panel.py,73,#94a3b8,"ground: #cbd5e1;                 color: #94a3b8;             }         """""")         sel"
app/gui/domains/control_center/agents_ui/agent_list_panel.py,96,#94a3b8,"self._empty_label.setStyleSheet(""color: #94a3b8; font-size: 13px; padding: 24px;"")     "
app/gui/domains/control_center/agents_ui/agent_performance_tab.py,30,#0a0a14,"""""     chart.setBackgroundBrush(QColor(""#0a0a14""))     chart.setTitleBrush(QColor(""#f1f"
app/gui/domains/control_center/agents_ui/agent_performance_tab.py,31,#f1f1f4,"0a14""))     chart.setTitleBrush(QColor(""#f1f1f4""))     chart.legend().setLabelColor(QCo"
app/gui/domains/control_center/agents_ui/agent_performance_tab.py,32,#94a3b8,"   chart.legend().setLabelColor(QColor(""#94a3b8""))   class AgentPerformanceTab(QWidget)"
app/gui/domains/control_center/agents_ui/agent_performance_tab.py,89,#8b5cf6,")             lbl.setStyleSheet(""color: #8b5cf6; font-weight: 600;"")             self.s"
app/gui/domains/control_center/agents_ui/agent_performance_tab.py,96,#64748b," self.empty_label.setStyleSheet(""color: #64748b; padding: 24px;"")         self.empty_la"
app/gui/domains/control_center/agents_ui/agent_performance_tab.py,156,#64748b,")             lbl.setStyleSheet(""color: #64748b;"")             self.charts_layout.addWi"
app/gui/domains/control_center/agents_ui/agent_performance_tab.py,165,#10b981,"mbda m: m.tasks_completed,             ""#10b981"",         )         self._add_chart_vie"
app/gui/domains/control_center/agents_ui/agent_performance_tab.py,176,#06b6d4,"mbda m: m.avg_runtime,                 ""#06b6d4"",             )             self._add_c"
app/gui/domains/control_center/agents_ui/agent_performance_tab.py,185,#ef4444," lambda m: m.failure_rate,             ""#ef4444"",         )         self._add_chart_vie"
app/gui/domains/control_center/agents_ui/agent_performance_tab.py,229,#8b5cf6,"count)         bar_set.setColor(QColor(""#8b5cf6""))         series = QBarSeries()       "
app/gui/domains/control_center/agents_ui/agent_profile_panel.py,62,#64748b,"  self.dept_label.setStyleSheet(""color: #64748b; font-size: 12px;"")         title_layou"
app/gui/domains/control_center/agents_ui/agent_profile_panel.py,104,#94a3b8,"  self.desc_label.setStyleSheet(""color: #94a3b8;"")         readonly_layout.addWidget(se"
app/gui/domains/control_center/agents_ui/agent_profile_panel.py,109,#64748b,"lf.prompt_preview.setStyleSheet(""color: #64748b; font-size: 11px;"")         readonly_la"
app/gui/domains/control_center/panels/data_stores_panels.py,23,#e2e8f0,"  ""background: white; border: 1px solid #e2e8f0; border-radius: 10px; ""         ""paddin"
app/gui/domains/control_center/panels/data_stores_panels.py,44,#334155,"nt-weight: 600; font-size: 13px; color: #334155;"")         layout.addWidget(title)     "
app/gui/domains/control_center/panels/data_stores_panels.py,52,#64748b,".setStyleSheet(""font-size: 11px; color: #64748b; margin-bottom: 8px;"")         layout.a"
app/gui/domains/control_center/panels/data_stores_panels.py,67,#fafafa,"            ""QTableWidget { background: #fafafa; border: none; gridline-color: #e2e8f0;"
app/gui/domains/control_center/panels/data_stores_panels.py,67,#e2e8f0," #fafafa; border: none; gridline-color: #e2e8f0; }""         )         layout.addWidget("
app/gui/domains/control_center/panels/data_stores_panels.py,100,#334155,"nt-weight: 600; font-size: 13px; color: #334155;"")         layout.addWidget(title)     "
app/gui/domains/control_center/panels/data_stores_panels.py,124,#f8fafc,"         box.setStyleSheet(""background: #f8fafc; border-radius: 6px; padding: 8px;"")   "
app/gui/domains/control_center/panels/data_stores_panels.py,128,#334155,")             lbl.setStyleSheet(""color: #334155; font-size: 12px; font-weight: 500;"")  "
app/gui/domains/control_center/panels/local_assets_panel.py,25,#e2e8f0,"  ""background: white; border: 1px solid #e2e8f0; border-radius: 10px; ""         ""paddin"
app/gui/domains/control_center/panels/local_assets_panel.py,45,#334155,"nt-weight: 600; font-size: 13px; color: #334155;"")         row.addWidget(title)        "
app/gui/domains/control_center/panels/local_assets_panel.py,76,#64748b,"       self._hint.setStyleSheet(""color: #64748b; font-size: 11px;"")         layout.addW"
app/gui/domains/control_center/panels/model_quota_policy_panel.py,34,#e2e8f0,"  ""background: white; border: 1px solid #e2e8f0; border-radius: 10px; ""         ""paddin"
app/gui/domains/control_center/panels/model_quota_policy_panel.py,57,#334155,"nt-weight: 600; font-size: 13px; color: #334155;"")         row.addWidget(title)        "
app/gui/domains/control_center/panels/model_quota_policy_panel.py,92,#64748b,"       self._hint.setStyleSheet(""color: #64748b; font-size: 11px;"")         self._hint."
app/gui/domains/control_center/panels/model_quota_policy_panel.py,197,#64748b,"     )         ro.setStyleSheet(""color: #64748b; font-size: 11px;"")         ro.setWordW"
app/gui/domains/control_center/panels/models_panels.py,26,#e2e8f0,"  ""background: white; border: 1px solid #e2e8f0; border-radius: 10px; ""         ""paddin"
app/gui/domains/control_center/panels/models_panels.py,98,#334155,"nt-weight: 600; font-size: 13px; color: #334155;"")         row.addWidget(title)        "
app/gui/domains/control_center/panels/models_panels.py,104,#e0e7ff,"             ""QPushButton { background: #e0e7ff; color: #4338ca; padding: 6px 12px; ""  "
app/gui/domains/control_center/panels/models_panels.py,104,#4338ca,"ushButton { background: #e0e7ff; color: #4338ca; padding: 6px 12px; ""             ""bord"
app/gui/domains/control_center/panels/models_panels.py,106,#c7d2fe,"       ""QPushButton:hover { background: #c7d2fe; }""         )         self._refresh_btn"
app/gui/domains/control_center/panels/models_panels.py,120,#fafafa,"            ""QTableWidget { background: #fafafa; border: none; gridline-color: #e2e8f0;"
app/gui/domains/control_center/panels/models_panels.py,120,#e2e8f0," #fafafa; border: none; gridline-color: #e2e8f0; }""         )         self._table.cellC"
app/gui/domains/control_center/panels/models_panels.py,126,#6b7280,"elf._status_label.setStyleSheet(""color: #6b7280; font-size: 11px;"")         layout.addW"
app/gui/domains/control_center/panels/models_panels.py,138,#6b7280,"elf._status_label.setStyleSheet(""color: #6b7280; font-size: 11px;"")         self._table"
app/gui/domains/control_center/panels/models_panels.py,167,#dc2626,"elf._status_label.setStyleSheet(""color: #dc2626; font-size: 11px;"")         self._statu"
app/gui/domains/control_center/panels/models_panels.py,191,#334155,"nt-weight: 600; font-size: 13px; color: #334155;"")         outer.addWidget(title)      "
app/gui/domains/control_center/panels/models_panels.py,203,#1e293b," self._name_label.setStyleSheet(""color: #1e293b; font-size: 13px; font-weight: 500;"")  "
app/gui/domains/control_center/panels/models_panels.py,207,#64748b,"self._route_label.setStyleSheet(""color: #64748b; font-size: 12px;"")         self._route"
app/gui/domains/control_center/panels/models_panels.py,212,#64748b,"f._provider_label.setStyleSheet(""color: #64748b; font-size: 12px;"")         layout.addW"
app/gui/domains/control_center/panels/models_panels.py,216,#64748b," self._cred_label.setStyleSheet(""color: #64748b; font-size: 11px;"")         self._cred_"
app/gui/domains/control_center/panels/models_panels.py,221,#64748b," self._size_label.setStyleSheet(""color: #64748b; font-size: 12px;"")         layout.addW"
app/gui/domains/control_center/panels/models_panels.py,225,#059669,"lf._default_label.setStyleSheet(""color: #059669; font-size: 12px; font-weight: 500;"")  "
app/gui/domains/control_center/panels/models_panels.py,229,#475569,"nt-weight: 600; font-size: 11px; color: #475569; margin-top: 8px;"")         layout.addW"
app/gui/domains/control_center/panels/models_panels.py,232,#334155,"self._usage_label.setStyleSheet(""color: #334155; font-size: 12px;"")         self._usage"
app/gui/domains/control_center/panels/models_panels.py,237,#475569,"nt-weight: 600; font-size: 11px; color: #475569; margin-top: 8px;"")         layout.addW"
app/gui/domains/control_center/panels/models_panels.py,240,#334155,"self._quota_label.setStyleSheet(""color: #334155; font-size: 12px;"")         self._quota"
app/gui/domains/control_center/panels/models_panels.py,245,#475569,"nt-weight: 600; font-size: 11px; color: #475569; margin-top: 8px;"")         layout.addW"
app/gui/domains/control_center/panels/models_panels.py,248,#334155,"lf._quality_label.setStyleSheet(""color: #334155; font-size: 12px;"")         self._quali"
app/gui/domains/control_center/panels/models_panels.py,253,#475569,"nt-weight: 600; font-size: 11px; color: #475569; margin-top: 8px;"")         layout.addW"
app/gui/domains/control_center/panels/models_panels.py,256,#334155,"f._policies_label.setStyleSheet(""color: #334155; font-size: 11px;"")         self._polic"
app/gui/domains/control_center/panels/models_panels.py,261,#475569,"nt-weight: 600; font-size: 11px; color: #475569; margin-top: 8px;"")         layout.addW"
app/gui/domains/control_center/panels/models_panels.py,264,#334155,"elf._assets_label.setStyleSheet(""color: #334155; font-size: 11px;"")         self._asset"
app/gui/domains/control_center/panels/models_panels.py,382,#334155,"nt-weight: 600; font-size: 13px; color: #334155;"")         layout.addWidget(title)     "
app/gui/domains/control_center/panels/models_panels.py,386,#64748b,"._available_label.setStyleSheet(""color: #64748b; font-size: 12px;"")         layout.addW"
app/gui/domains/control_center/panels/models_panels.py,390,#334155,"lf._default_label.setStyleSheet(""color: #334155; font-size: 12px;"")         layout.addW"
app/gui/domains/control_center/panels/models_panels.py,416,#334155,"nt-weight: 600; font-size: 13px; color: #334155;"")         layout.addWidget(title)     "
app/gui/domains/control_center/panels/models_panels.py,422,#2563eb,"             ""QPushButton { background: #2563eb; color: white; padding: 8px 16px; ""    "
app/gui/domains/control_center/panels/models_panels.py,424,#1d4ed8,"       ""QPushButton:hover { background: #1d4ed8; } ""             ""QPushButton:disabled "
app/gui/domains/control_center/panels/models_panels.py,425,#9ca3af,"    ""QPushButton:disabled { background: #9ca3af; }""         )         self._btn_default"
app/gui/domains/control_center/panels/providers_panels.py,22,#e2e8f0,"  ""background: white; border: 1px solid #e2e8f0; border-radius: 10px; ""         ""paddin"
app/gui/domains/control_center/panels/providers_panels.py,46,#334155,"nt-weight: 600; font-size: 13px; color: #334155;"")         row.addWidget(title)        "
app/gui/domains/control_center/panels/providers_panels.py,52,#e0e7ff,"             ""QPushButton { background: #e0e7ff; color: #4338ca; padding: 6px 12px; ""  "
app/gui/domains/control_center/panels/providers_panels.py,52,#4338ca,"ushButton { background: #e0e7ff; color: #4338ca; padding: 6px 12px; ""             ""bord"
app/gui/domains/control_center/panels/providers_panels.py,54,#c7d2fe,"       ""QPushButton:hover { background: #c7d2fe; }""         )         self._refresh_btn"
app/gui/domains/control_center/panels/providers_panels.py,68,#fafafa,"            ""QTableWidget { background: #fafafa; border: none; gridline-color: #e2e8f0;"
app/gui/domains/control_center/panels/providers_panels.py,68,#e2e8f0," #fafafa; border: none; gridline-color: #e2e8f0; }""         )         self._table.cellC"
app/gui/domains/control_center/panels/providers_panels.py,74,#6b7280,"elf._status_label.setStyleSheet(""color: #6b7280; font-size: 11px;"")         layout.addW"
app/gui/domains/control_center/panels/providers_panels.py,89,#6b7280,"elf._status_label.setStyleSheet(""color: #6b7280; font-size: 11px;"")         self._table"
app/gui/domains/control_center/panels/providers_panels.py,112,#dc2626,"elf._status_label.setStyleSheet(""color: #dc2626; font-size: 11px;"")         self._statu"
app/gui/domains/control_center/panels/providers_panels.py,131,#334155,"nt-weight: 600; font-size: 13px; color: #334155;"")         layout.addWidget(title)     "
app/gui/domains/control_center/panels/providers_panels.py,135,#64748b,"elf._ollama_label.setStyleSheet(""color: #64748b; font-size: 12px;"")         layout.addW"
app/gui/domains/control_center/panels/providers_panels.py,139,#64748b,"lf._version_label.setStyleSheet(""color: #64748b; font-size: 12px;"")         layout.addW"
app/gui/domains/control_center/panels/providers_panels.py,143,#64748b,"elf._models_label.setStyleSheet(""color: #64748b; font-size: 12px;"")         layout.addW"
app/gui/domains/control_center/panels/providers_panels.py,150,#059669,"elf._ollama_label.setStyleSheet(""color: #059669; font-size: 12px; font-weight: 500;"")  "
app/gui/domains/control_center/panels/providers_panels.py,153,#dc2626,"elf._ollama_label.setStyleSheet(""color: #dc2626; font-size: 12px;"")         self._versi"
app/gui/domains/control_center/panels/providers_panels.py,173,#334155,"nt-weight: 600; font-size: 13px; color: #334155;"")         layout.addWidget(title)     "
app/gui/domains/control_center/panels/providers_panels.py,177,#1e293b," self._name_label.setStyleSheet(""color: #1e293b; font-size: 13px; font-weight: 500;"")  "
app/gui/domains/control_center/panels/providers_panels.py,181,#64748b,"f._endpoint_label.setStyleSheet(""color: #64748b; font-size: 12px;"")         layout.addW"
app/gui/domains/control_center/panels/providers_panels.py,185,#64748b,"elf._status_label.setStyleSheet(""color: #64748b; font-size: 12px;"")         layout.addW"
app/gui/domains/control_center/panels/providers_panels.py,189,#64748b,"elf._models_label.setStyleSheet(""color: #64748b; font-size: 12px;"")         layout.addW"
app/gui/domains/control_center/panels/providers_panels.py,193,#64748b,"self._usage_label.setStyleSheet(""color: #64748b; font-size: 11px;"")         self._usage"
app/gui/domains/control_center/panels/tools_panels.py,20,#e2e8f0,"  ""background: white; border: 1px solid #e2e8f0; border-radius: 10px; ""         ""paddin"
app/gui/domains/control_center/panels/tools_panels.py,41,#334155,"nt-weight: 600; font-size: 13px; color: #334155;"")         layout.addWidget(title)     "
app/gui/domains/control_center/panels/tools_panels.py,49,#64748b,".setStyleSheet(""font-size: 11px; color: #64748b; margin-bottom: 8px;"")         layout.a"
app/gui/domains/control_center/panels/tools_panels.py,64,#fafafa,"            ""QTableWidget { background: #fafafa; border: none; gridline-color: #e2e8f0;"
app/gui/domains/control_center/panels/tools_panels.py,64,#e2e8f0," #fafafa; border: none; gridline-color: #e2e8f0; }""         )         layout.addWidget("
app/gui/domains/control_center/panels/tools_panels.py,97,#334155,"nt-weight: 600; font-size: 13px; color: #334155;"")         layout.addWidget(title)     "
app/gui/domains/control_center/panels/tools_panels.py,102,#64748b,"lf._summary_label.setStyleSheet(""color: #64748b; font-size: 12px;"")         layout.addW"
app/gui/domains/control_center/workspaces/data_stores_workspace.py,36,#e2e8f0,"  ""background: white; border: 1px solid #e2e8f0; border-radius: 10px; ""             ""mi"
app/gui/domains/control_center/workspaces/data_stores_workspace.py,42,#334155,"nt-weight: 600; font-size: 13px; color: #334155;"")         dl.addWidget(title)         "
app/gui/domains/control_center/workspaces/data_stores_workspace.py,49,#64748b,"ue)         label.setStyleSheet(""color: #64748b; font-size: 12px;"")         dl.addWidge"
app/gui/domains/control_center/workspaces/tools_workspace.py,40,#e2e8f0,"  ""background: white; border: 1px solid #e2e8f0; border-radius: 10px; ""             ""mi"
app/gui/domains/control_center/workspaces/tools_workspace.py,46,#334155,"nt-weight: 600; font-size: 13px; color: #334155;"")         dl.addWidget(title)         "
app/gui/domains/control_center/workspaces/tools_workspace.py,54,#64748b,"ue)         label.setStyleSheet(""color: #64748b; font-size: 12px;"")         dl.addWidge"
app/gui/domains/dashboard/panels/system_status_panel.py,63,#b45309,"     self._status.setStyleSheet(""color: #b45309;"")         self._detail.setText(       "
app/gui/domains/debug/context_inspection_panel.py,78,#1e293b,"          ""QPlainTextEdit { background: #1e293b; color: #cbd5e1; ""             ""font-fa"
app/gui/domains/debug/context_inspection_panel.py,78,#cbd5e1,"nTextEdit { background: #1e293b; color: #cbd5e1; ""             ""font-family: monospace;"
app/gui/domains/debug/context_inspection_panel.py,91,#1e293b,"          ""QPlainTextEdit { background: #1e293b; color: #cbd5e1; ""             ""font-fa"
app/gui/domains/debug/context_inspection_panel.py,91,#cbd5e1,"nTextEdit { background: #1e293b; color: #cbd5e1; ""             ""font-family: monospace;"
app/gui/domains/debug/context_inspection_panel.py,104,#1e293b,"          ""QPlainTextEdit { background: #1e293b; color: #cbd5e1; ""             ""font-fa"
app/gui/domains/debug/context_inspection_panel.py,104,#cbd5e1,"nTextEdit { background: #1e293b; color: #cbd5e1; ""             ""font-family: monospace;"
