file,line,hex,context_snippet
app/gui/domains/operations/chat/panels/chat_message_widget.py,69,#3a3a3a,"= ""#2d4a6f""             assistant_bg = ""#3a3a3a""             system_bg = ""#404040""     "
app/gui/domains/operations/chat/panels/chat_message_widget.py,70,#404040,"bg = ""#3a3a3a""             system_bg = ""#404040""             text_color = ""#e8e8e8""    "
app/gui/domains/operations/chat/panels/chat_message_widget.py,71,#e8e8e8,"g = ""#404040""             text_color = ""#e8e8e8""             bubble_border = ""rgba(255,"
app/gui/domains/operations/chat/panels/chat_side_panel.py,107,#2d2d2d,"_theme_colors(self.theme)         bg = ""#2d2d2d"" if self.theme == ""dark"" else ""#f5f5f5"""
app/gui/domains/operations/chat/panels/chat_side_panel.py,107,#f5f5f5,"""#2d2d2d"" if self.theme == ""dark"" else ""#f5f5f5""         border = colors.get(""top_bar_b"
app/gui/domains/operations/chat/panels/chat_side_panel.py,108,#505050," border = colors.get(""top_bar_border"", ""#505050"")         fg = colors.get(""fg"", ""#e8e8e"
app/gui/domains/operations/chat/panels/chat_side_panel.py,109,#e8e8e8,"505050"")         fg = colors.get(""fg"", ""#e8e8e8"")         self.setStyleSheet(f""""""      "
app/gui/domains/operations/chat/panels/chat_side_panel.py,128,#4a90d9,"ottom: 2px solid {colors.get('accent', '#4a90d9')};             }}         """""")      de"
app/gui/domains/operations/chat/panels/chat_topic_section.py,85,#64748b,".setStyleSheet(""font-size: 10px; color: #64748b;"")         if self._collapsible:       "
app/gui/domains/operations/chat/panels/chat_topic_section.py,97,#475569,"ont-weight: 600;                 color: #475569;             }         """""")         hea"
app/gui/domains/operations/chat/panels/chat_topic_section.py,115,#64748b,radius: 4px;                     color: #64748b;                 }                 #cha
app/gui/domains/operations/chat/panels/chat_topic_section.py,118,#e2e8f0,hover {                     background: #e2e8f0;                     color: #475569;   
app/gui/domains/operations/chat/panels/chat_topic_section.py,119,#475569,"nd: #e2e8f0;                     color: #475569;                 }             """""")    "
app/gui/domains/operations/chat/panels/chat_topic_section.py,129,#f8fafc,ionHeader {                 background: #f8fafc;                 border-radius: 6px;   
app/gui/domains/operations/chat/panels/chat_topic_section.py,134,#f1f5f9,"der:hover {                 background: #f1f5f9;             }         """""")         if "
app/gui/domains/operations/chat/panels/topic_editor_dialog.py,38,#374151,".setStyleSheet(""font-size: 13px; color: #374151;"")         layout.addWidget(self._label"
app/gui/domains/operations/chat/panels/topic_editor_dialog.py,47,#e2e8f0,12px;                 border: 1px solid #e2e8f0;                 border-radius: 8px;   
app/gui/domains/operations/chat/panels/topic_editor_dialog.py,51,#2563eb,"  #topicNameInput:focus { border-color: #2563eb; }         """""")         self._input.tex"
app/gui/domains/operations/chat/panels/topic_editor_dialog.py,89,#374151,".setStyleSheet(""font-size: 13px; color: #374151;"")         layout.addWidget(self._label"
app/gui/domains/operations/chat/panels/topic_editor_dialog.py,99,#e2e8f0,12px;                 border: 1px solid #e2e8f0;                 border-radius: 8px;   
app/gui/domains/operations/chat/panels/topic_editor_dialog.py,103,#2563eb,"#topicRenameInput:focus { border-color: #2563eb; }         """""")         self._input.tex"
app/gui/domains/operations/chat/panels/topic_editor_dialog.py,147,#1f2937,"nt-size: 14px; font-weight: 600; color: #1f2937;"")         self._warning.setWordWrap(Tr"
app/gui/domains/operations/chat/panels/topic_editor_dialog.py,154,#64748b,".setStyleSheet(""font-size: 12px; color: #64748b;"")         self._info.setWordWrap(True)"
app/gui/domains/operations/chat/panels/topic_editor_dialog.py,160,#475569,".setStyleSheet(""font-size: 12px; color: #475569;"")             layout.addWidget(self._c"
app/gui/domains/operations/chat/panels/topic_editor_dialog.py,173,#dc2626,ushButton {                 background: #dc2626;                 color: white;         
app/gui/domains/operations/chat/panels/topic_editor_dialog.py,179,#b91c1c,"        QPushButton:hover { background: #b91c1c; }         """""")         cancel_btn = bu"
app/gui/domains/operations/knowledge/panels/chunk_viewer_panel.py,41,#334155,"nt-size: 12px; font-weight: 600; color: #334155;"")         header.addWidget(num_label) "
app/gui/domains/operations/knowledge/panels/chunk_viewer_panel.py,45,#64748b,".setStyleSheet(""font-size: 11px; color: #64748b;"")             header.addWidget(file_la"
app/gui/domains/operations/knowledge/panels/chunk_viewer_panel.py,53,#475569,".setStyleSheet(""font-size: 12px; color: #475569; line-height: 1.4;"")         self._text"
app/gui/domains/operations/knowledge/panels/chunk_viewer_panel.py,59,#ffffff,chunkItem {                 background: #ffffff;                 border: 1px solid #e2e
app/gui/domains/operations/knowledge/panels/chunk_viewer_panel.py,60,#e2e8f0,ffff;                 border: 1px solid #e2e8f0;                 border-radius: 6px;   
app/gui/domains/operations/knowledge/panels/chunk_viewer_panel.py,64,#cbd5e1,m:hover {                 border-color: #cbd5e1;                 background: #f8fafc;  
app/gui/domains/operations/knowledge/panels/chunk_viewer_panel.py,65,#f8fafc,"r: #cbd5e1;                 background: #f8fafc;             }         """""")   class Chu"
app/gui/domains/operations/knowledge/panels/chunk_viewer_panel.py,95,#334155,"nt-size: 14px; font-weight: 600; color: #334155;"")         header.addWidget(self._title"
app/gui/domains/operations/knowledge/panels/chunk_viewer_panel.py,100,#64748b,".setStyleSheet(""font-size: 12px; color: #64748b;"")         self._btn_back.clicked.conne"
app/gui/domains/operations/knowledge/panels/chunk_viewer_panel.py,106,#64748b,".setStyleSheet(""font-size: 12px; color: #64748b;"")         layout.addWidget(self._hint)"
app/gui/domains/operations/knowledge/panels/chunk_viewer_panel.py,125,#f8fafc,ewerPanel {                 background: #f8fafc;                 border-left: 1px solid
app/gui/domains/operations/knowledge/panels/chunk_viewer_panel.py,126,#e2e8f0,"                 border-left: 1px solid #e2e8f0;             }         """""")      def se"
app/gui/domains/operations/knowledge/panels/collection_dialog.py,126,#64748b,".setStyleSheet(""font-size: 12px; color: #64748b;"")         layout.addWidget(hint)      "
app/gui/domains/operations/knowledge/panels/collection_dialog.py,141,#dbeafe,":selected {                 background: #dbeafe;             }         """""")         for"
app/gui/domains/operations/knowledge/panels/collection_panel.py,55,#1f2937,"nt-size: 13px; font-weight: 500; color: #1f2937;"")         self._name.setWordWrap(True)"
app/gui/domains/operations/knowledge/panels/collection_panel.py,60,#64748b,".setStyleSheet(""font-size: 11px; color: #64748b;"")         layout.addWidget(count)     "
app/gui/domains/operations/knowledge/panels/collection_panel.py,71,#f1f5f9,"tem:hover {                 background: #f1f5f9;             }         """""")      @prope"
app/gui/domains/operations/knowledge/panels/collection_panel.py,117,#0f172a,"nt-size: 18px; font-weight: 600; color: #0f172a;"")         header.addWidget(title)     "
app/gui/domains/operations/knowledge/panels/collection_panel.py,125,#2563eb,ushButton {                 background: #2563eb;                 color: white;         
app/gui/domains/operations/knowledge/panels/collection_panel.py,132,#1d4ed8,        QPushButton:hover { background: #1d4ed8; }             QPushButton:disabled {  
app/gui/domains/operations/knowledge/panels/collection_panel.py,134,#cbd5e1,:disabled {                 background: #cbd5e1;                 color: #94a3b8;       
app/gui/domains/operations/knowledge/panels/collection_panel.py,135,#94a3b8,"ground: #cbd5e1;                 color: #94a3b8;             }         """""")         sel"
app/gui/domains/operations/knowledge/panels/collection_panel.py,145,#94a3b8,"self._empty_label.setStyleSheet(""color: #94a3b8; font-size: 13px; padding: 24px;"")     "
app/gui/domains/operations/knowledge/panels/collection_panel.py,164,#ffffff,"tionPanel {                 background: #ffffff;             }         """""")      def _l"
app/gui/domains/operations/knowledge/panels/index_status_page.py,83,#0f172a,"nt-size: 18px; font-weight: 600; color: #0f172a;"")         layout.addWidget(title)     "
app/gui/domains/operations/knowledge/panels/index_status_page.py,108,#64748b,".setStyleSheet(""font-size: 12px; color: #64748b; min-width: 120px;"")             v = QL"
app/gui/domains/operations/knowledge/panels/index_status_page.py,110,#1f2937,".setStyleSheet(""font-size: 12px; color: #1f2937;"")             row.addWidget(k)        "
app/gui/domains/operations/knowledge/panels/index_status_page.py,118,#f8fafc,   QFrame {                 background: #f8fafc;                 border: 1px solid #e2e
app/gui/domains/operations/knowledge/panels/index_status_page.py,119,#e2e8f0,fafc;                 border: 1px solid #e2e8f0;                 border-radius: 8px;   
app/gui/domains/operations/knowledge/panels/index_status_page.py,130,#334155,"nt-size: 14px; font-weight: 600; color: #334155;"")         layout.addWidget(actions_lab"
app/gui/domains/operations/knowledge/panels/index_status_page.py,143,#2563eb,size: 13px;                 background: #2563eb;                 color: white;         
app/gui/domains/operations/knowledge/panels/index_status_page.py,148,#1d4ed8,        QPushButton:hover { background: #1d4ed8; }             QPushButton:disabled { b
app/gui/domains/operations/knowledge/panels/index_status_page.py,149,#cbd5e1,"     QPushButton:disabled { background: #cbd5e1; color: #94a3b8; }         """""")        "
app/gui/domains/operations/knowledge/panels/index_status_page.py,149,#94a3b8,":disabled { background: #cbd5e1; color: #94a3b8; }         """""")         self._btn_rebui"
app/gui/domains/operations/knowledge/panels/index_status_page.py,161,#059669,size: 13px;                 background: #059669;                 color: white;         
app/gui/domains/operations/knowledge/panels/index_status_page.py,166,#047857,        QPushButton:hover { background: #047857; }             QPushButton:disabled { b
app/gui/domains/operations/knowledge/panels/index_status_page.py,167,#cbd5e1,"     QPushButton:disabled { background: #cbd5e1; color: #94a3b8; }         """""")        "
app/gui/domains/operations/knowledge/panels/index_status_page.py,167,#94a3b8,":disabled { background: #cbd5e1; color: #94a3b8; }         """""")         self._btn_reemb"
app/gui/domains/operations/knowledge/panels/index_status_page.py,179,#fef2f2,size: 13px;                 background: #fef2f2;                 color: #b91c1c;       
app/gui/domains/operations/knowledge/panels/index_status_page.py,180,#b91c1c,ground: #fef2f2;                 color: #b91c1c;                 border: 1px solid #fec
app/gui/domains/operations/knowledge/panels/index_status_page.py,181,#fecaca,1c1c;                 border: 1px solid #fecaca;                 border-radius: 8px;   
app/gui/domains/operations/knowledge/panels/index_status_page.py,184,#fee2e2,        QPushButton:hover { background: #fee2e2; }             QPushButton:disabled { b
app/gui/domains/operations/knowledge/panels/index_status_page.py,185,#f1f5f9,"     QPushButton:disabled { background: #f1f5f9; color: #94a3b8; }         """""")        "
app/gui/domains/operations/knowledge/panels/index_status_page.py,185,#94a3b8,":disabled { background: #f1f5f9; color: #94a3b8; }         """""")         self._btn_clear"
app/gui/domains/operations/knowledge/panels/index_status_page.py,193,#64748b,".setStyleSheet(""font-size: 12px; color: #64748b;"")         layout.addWidget(self._statu"
app/gui/domains/operations/knowledge/panels/index_status_page.py,199,#ffffff,"tatusPage {                 background: #ffffff;             }         """""")      def _r"
app/gui/domains/operations/knowledge/panels/knowledge_bases_panel.py,21,#1f2937,"t-weight: bold; font-size: 14px; color: #1f2937;"")         layout.addWidget(title)     "
app/gui/domains/operations/knowledge/panels/knowledge_bases_panel.py,28,#6b7280,"   )         desc.setStyleSheet(""color: #6b7280; font-size: 12px;"")         desc.setWor"
app/gui/domains/operations/knowledge/panels/knowledge_collections_panel.py,20,#e5e7eb,"  ""background: white; border: 1px solid #e5e7eb; border-radius: 10px; ""         ""paddin"
app/gui/domains/operations/knowledge/panels/knowledge_collections_panel.py,42,#1f2937,"t-weight: bold; font-size: 14px; color: #1f2937;"")         layout.addWidget(title)     "
app/gui/domains/operations/knowledge/panels/knowledge_collections_panel.py,50,#fafafa,"             ""QListWidget { background: #fafafa; border: none; border-radius: 6px; }""  "
app/gui/domains/operations/knowledge/panels/knowledge_navigation_panel.py,60,#0f172a,"ont-weight: 600;                 color: #0f172a;             }         """""")         lay"
app/gui/domains/operations/knowledge/panels/knowledge_navigation_panel.py,67,#64748b,".setStyleSheet(""font-size: 12px; color: #64748b;"")         layout.addWidget(subtitle)  "
app/gui/domains/operations/knowledge/panels/knowledge_navigation_panel.py,84,#f1f5f9,tem:hover {                 background: #f1f5f9;             }             #knowledgeNa
app/gui/domains/operations/knowledge/panels/knowledge_navigation_panel.py,87,#e2e8f0,:selected {                 background: #e2e8f0;                 color: #0f172a;       
app/gui/domains/operations/knowledge/panels/knowledge_navigation_panel.py,88,#0f172a,"ground: #e2e8f0;                 color: #0f172a;             }         """""")         lay"
app/gui/domains/operations/knowledge/panels/knowledge_navigation_panel.py,95,#f8fafc,tionPanel {                 background: #f8fafc;                 border-right: 1px soli
app/gui/domains/operations/knowledge/panels/knowledge_navigation_panel.py,96,#e2e8f0,"                border-right: 1px solid #e2e8f0;             }         """""")          se"
app/gui/domains/operations/knowledge/panels/knowledge_overview_panel.py,18,#e5e7eb,"  ""background: white; border: 1px solid #e5e7eb; border-radius: 10px; ""         ""paddin"
app/gui/domains/operations/knowledge/panels/knowledge_overview_panel.py,38,#1f2937,"t-weight: bold; font-size: 14px; color: #1f2937;"")         layout.addWidget(title)     "
app/gui/domains/operations/knowledge/panels/knowledge_overview_panel.py,46,#6b7280,":             lbl.setStyleSheet(""color: #6b7280; font-size: 12px;"")         self._row.a"
app/gui/domains/operations/knowledge/panels/knowledge_source_explorer_panel.py,61,#64748b,"ont-weight: 600;                 color: #64748b;             }         """""")         sel"
app/gui/domains/operations/knowledge/panels/knowledge_source_explorer_panel.py,68,#f8fafc,ectHeader {                 background: #f8fafc;                 border: 1px solid #e2e
app/gui/domains/operations/knowledge/panels/knowledge_source_explorer_panel.py,69,#e2e8f0,fafc;                 border: 1px solid #e2e8f0;                 border-radius: 8px;   
app/gui/domains/operations/knowledge/panels/knowledge_source_explorer_panel.py,76,#64748b,".setStyleSheet(""font-size: 11px; color: #64748b;"")         self._collection_info.hide()"
app/gui/domains/operations/knowledge/panels/knowledge_source_explorer_panel.py,86,#2563eb,ushButton {                 background: #2563eb;                 color: white;         
app/gui/domains/operations/knowledge/panels/knowledge_source_explorer_panel.py,93,#1d4ed8,        QPushButton:hover { background: #1d4ed8; }             QPushButton:disabled {  
app/gui/domains/operations/knowledge/panels/knowledge_source_explorer_panel.py,95,#cbd5e1,:disabled {                 background: #cbd5e1;                 color: #94a3b8;       
app/gui/domains/operations/knowledge/panels/knowledge_source_explorer_panel.py,96,#94a3b8,"ground: #cbd5e1;                 color: #94a3b8;             }         """""")         sel"
app/gui/domains/operations/knowledge/panels/knowledge_source_explorer_panel.py,107,#059669,ushButton {                 background: #059669;                 color: white;         
app/gui/domains/operations/knowledge/panels/knowledge_source_explorer_panel.py,114,#047857,        QPushButton:hover { background: #047857; }             QPushButton:disabled {  
app/gui/domains/operations/knowledge/panels/knowledge_source_explorer_panel.py,116,#cbd5e1,:disabled {                 background: #cbd5e1;                 color: #94a3b8;       
app/gui/domains/operations/knowledge/panels/knowledge_source_explorer_panel.py,117,#94a3b8,"ground: #cbd5e1;                 color: #94a3b8;             }         """""")         sel"
app/gui/domains/operations/knowledge/panels/knowledge_source_explorer_panel.py,125,#64748b,"nt-size: 12px; font-weight: 600; color: #64748b;"")         layout.addWidget(sources_tit"
app/gui/domains/operations/knowledge/panels/knowledge_source_explorer_panel.py,151,#ffffff,orerPanel {                 background: #ffffff;                 border-right: 1px soli
app/gui/domains/operations/knowledge/panels/knowledge_source_explorer_panel.py,152,#e2e8f0,"                border-right: 1px solid #e2e8f0;             }         """""")      def _c"
app/gui/domains/operations/knowledge/panels/knowledge_source_explorer_panel.py,189,#1f2937,"weight: 600;                     color: #1f2937;                 }             """""")    "
app/gui/domains/operations/knowledge/panels/knowledge_source_explorer_panel.py,202,#64748b,"weight: 600;                     color: #64748b;                 }             """""")    "
app/gui/domains/operations/knowledge/panels/knowledge_sources_panel.py,24,#e5e7eb,"  ""background: white; border: 1px solid #e5e7eb; border-radius: 10px; ""         ""paddin"
app/gui/domains/operations/knowledge/panels/knowledge_sources_panel.py,49,#1f2937,"t-weight: bold; font-size: 14px; color: #1f2937;"")         row.addWidget(title)        "
app/gui/domains/operations/knowledge/panels/knowledge_sources_panel.py,58,#2563eb,ileButton {                 background: #2563eb;                 color: white;         
app/gui/domains/operations/knowledge/panels/knowledge_sources_panel.py,65,#1d4ed8,"     #addFileButton:hover { background: #1d4ed8; }             """"""         )         bt"
app/gui/domains/operations/knowledge/panels/knowledge_sources_panel.py,76,#059669,DirButton {                 background: #059669;                 color: white;         
app/gui/domains/operations/knowledge/panels/knowledge_sources_panel.py,83,#047857,"      #addDirButton:hover { background: #047857; }             """"""         )         bt"
app/gui/domains/operations/knowledge/panels/knowledge_sources_panel.py,95,#fafafa,"             ""QListWidget { background: #fafafa; border: none; border-radius: 6px; }""  "
app/gui/domains/operations/knowledge/panels/retrieval_test_panel.py,23,#e5e7eb,"  ""background: white; border: 1px solid #e5e7eb; border-radius: 10px; ""         ""paddin"
app/gui/domains/operations/knowledge/panels/retrieval_test_panel.py,45,#1f2937,"t-weight: bold; font-size: 14px; color: #1f2937;"")         layout.addWidget(title)     "
app/gui/domains/operations/knowledge/panels/retrieval_test_panel.py,52,#e5e7eb," { padding: 8px 12px; border: 1px solid #e5e7eb; ""             ""border-radius: 6px; fon"
app/gui/domains/operations/knowledge/panels/retrieval_test_panel.py,63,#2563eb,rchButton {                 background: #2563eb;                 color: white;         
app/gui/domains/operations/knowledge/panels/retrieval_test_panel.py,70,#1d4ed8,"      #searchButton:hover { background: #1d4ed8; }             """"""         )         bt"
app/gui/domains/operations/knowledge/panels/retrieval_test_panel.py,78,#6b7280,"     self._status.setStyleSheet(""color: #6b7280; font-size: 11px;"")         layout.addW"
app/gui/domains/operations/knowledge/panels/retrieval_test_panel.py,82,#374151,"nt-weight: 600; font-size: 12px; color: #374151;"")         layout.addWidget(results_lab"
app/gui/domains/operations/knowledge/panels/retrieval_test_panel.py,89,#f8fafc,"t(             ""QTextEdit { background: #f8fafc; border: 1px solid #e5e7eb; ""          "
app/gui/domains/operations/knowledge/panels/retrieval_test_panel.py,89,#e5e7eb," background: #f8fafc; border: 1px solid #e5e7eb; ""             ""border-radius: 6px; pad"
app/gui/domains/operations/knowledge/panels/source_details_panel.py,141,#334155,"ont-weight: 600;                 color: #334155;             }         """""")         lay"
app/gui/domains/operations/knowledge/panels/source_details_panel.py,161,#1f2937,"nt-size: 13px; font-weight: 600; color: #1f2937;"")         content_layout.addWidget(sel"
app/gui/domains/operations/knowledge/panels/source_details_panel.py,168,#64748b,".setStyleSheet(""font-size: 11px; color: #64748b; min-width: 90px;"")             val_lab"
app/gui/domains/operations/knowledge/panels/source_details_panel.py,171,#334155,".setStyleSheet(""font-size: 11px; color: #334155;"")             row.addWidget(key_label)"
app/gui/domains/operations/knowledge/panels/source_details_panel.py,189,#f8fafc,size: 12px;                 background: #f8fafc;                 border: 1px solid #e2e
app/gui/domains/operations/knowledge/panels/source_details_panel.py,190,#e2e8f0,fafc;                 border: 1px solid #e2e8f0;                 border-radius: 6px;   
app/gui/domains/operations/knowledge/panels/source_details_panel.py,193,#f1f5f9,"        QPushButton:hover { background: #f1f5f9; }         """""")         self._btn_reind"
app/gui/domains/operations/knowledge/panels/source_details_panel.py,205,#f8fafc,size: 12px;                 background: #f8fafc;                 border: 1px solid #e2e
app/gui/domains/operations/knowledge/panels/source_details_panel.py,206,#e2e8f0,fafc;                 border: 1px solid #e2e8f0;                 border-radius: 6px;   
app/gui/domains/operations/knowledge/panels/source_details_panel.py,209,#f1f5f9,"        QPushButton:hover { background: #f1f5f9; }         """""")         self._btn_open."
app/gui/domains/operations/knowledge/panels/source_details_panel.py,221,#fef2f2,size: 12px;                 background: #fef2f2;                 border: 1px solid #fec
app/gui/domains/operations/knowledge/panels/source_details_panel.py,222,#fecaca,f2f2;                 border: 1px solid #fecaca;                 border-radius: 6px;   
app/gui/domains/operations/knowledge/panels/source_details_panel.py,224,#b91c1c,der-radius: 6px;                 color: #b91c1c;             }             QPushButton:
app/gui/domains/operations/knowledge/panels/source_details_panel.py,226,#fee2e2,"        QPushButton:hover { background: #fee2e2; }         """""")         self._btn_delet"
app/gui/domains/operations/knowledge/panels/source_details_panel.py,238,#f8fafc,size: 12px;                 background: #f8fafc;                 border: 1px solid #e2e
app/gui/domains/operations/knowledge/panels/source_details_panel.py,239,#e2e8f0,fafc;                 border: 1px solid #e2e8f0;                 border-radius: 6px;   
app/gui/domains/operations/knowledge/panels/source_details_panel.py,242,#f1f5f9,"        QPushButton:hover { background: #f1f5f9; }         """""")         self._btn_chunk"
app/gui/domains/operations/knowledge/panels/source_details_panel.py,263,#f8fafc,ailsPanel {                 background: #f8fafc;                 border-left: 1px solid
app/gui/domains/operations/knowledge/panels/source_details_panel.py,264,#e2e8f0,"                 border-left: 1px solid #e2e8f0;             }         """""")      def se"
app/gui/domains/operations/knowledge/panels/source_list_item.py,80,#1f2937,"nt-size: 13px; font-weight: 500; color: #1f2937;"")         self._name.setWordWrap(True)"
app/gui/domains/operations/knowledge/panels/source_list_item.py,94,#64748b,".setStyleSheet(""font-size: 11px; color: #64748b;"")         layout.addWidget(self._meta)"
app/gui/domains/operations/knowledge/panels/source_list_item.py,108,#f1f5f9,tem:hover {                 background: #f1f5f9;             }             #sourceListI
app/gui/domains/operations/knowledge/panels/source_list_item.py,111,#dbeafe,"e=""true""] {                 background: #dbeafe;                 border-left: 3px solid"
app/gui/domains/operations/knowledge/panels/source_list_item.py,112,#2563eb,                 border-left: 3px solid #2563eb;             }             #sourceListI
app/gui/domains/operations/knowledge/panels/source_list_item.py,115,#1e40af,"sourceItemName {                 color: #1e40af;             }         """"""         self"
app/gui/domains/operations/projects/dialogs/project_edit_dialog.py,55,#334155,"setStyleSheet(""font-weight: 600; color: #334155; margin-top: 8px;"")         layout.addR"
app/gui/domains/operations/projects/dialogs/project_edit_dialog.py,84,#334155,"setStyleSheet(""font-weight: 600; color: #334155; margin-top: 8px;"")         layout.addR"
app/gui/domains/operations/projects/dialogs/project_edit_dialog.py,100,#334155,"setStyleSheet(""font-weight: 600; color: #334155; margin-top: 8px;"")         layout.addR"
app/gui/domains/operations/projects/dialogs/project_edit_dialog.py,116,#64748b,"rue)         hint.setStyleSheet(""color: #64748b; font-size: 11px;"")         layout.addR"
app/gui/domains/operations/projects/dialogs/project_milestones_dialog.py,135,#64748b,"rue)         hint.setStyleSheet(""color: #64748b; font-size: 11px;"")         root.addWid"
app/gui/domains/operations/projects/panels/project_activity_panel.py,65,#f1f1f4,".setStyleSheet(""font-size: 13px; color: #f1f1f4;"")     text_layout.addWidget(lbl)     i"
app/gui/domains/operations/projects/panels/project_activity_panel.py,69,#64748b,".setStyleSheet(""font-size: 11px; color: #64748b;"")         text_layout.addWidget(ts_lbl"
app/gui/domains/operations/projects/panels/project_activity_panel.py,106,#64748b,"self._empty_label.setStyleSheet(""color: #64748b; font-size: 13px; padding: 24px;"")     "
app/gui/domains/operations/projects/panels/project_activity_panel.py,192,#94a3b8,"nt-size: 12px; font-weight: 600; color: #94a3b8;"")         layout.addWidget(lbl)       "
app/gui/domains/operations/projects/panels/project_header_card.py,44,#f1f1f4,ont-weight: 600;                 color: #f1f1f4;                 letter-spacing: -0.02e
app/gui/domains/operations/projects/panels/project_header_card.py,56,#a8b4c8,"font-size: 12px;                 color: #a8b4c8;             }         """""")         lay"
app/gui/domains/operations/projects/panels/project_header_card.py,64,#64748b,"erControlling { font-size: 11px; color: #64748b; }"")         self._ctrl_line.hide()    "
app/gui/domains/operations/projects/panels/project_header_card.py,73,#64748b,"font-size: 12px;                 color: #64748b;             }         """""")         lay"
app/gui/domains/operations/projects/panels/project_header_card.py,84,#94a3b8,font-size: 13px;                 color: #94a3b8;                 line-height: 1.5;     
app/gui/domains/operations/projects/panels/project_header_card.py,96,#64748b,"font-size: 12px;                 color: #64748b;             }         """""")         lay"
app/gui/domains/operations/projects/panels/project_list_panel.py,42,#1f2937,"t-weight: bold; font-size: 14px; color: #1f2937;"")         layout.addWidget(header)    "
app/gui/domains/operations/projects/panels/project_list_panel.py,52,#2563eb,ectButton {                 background: #2563eb;                 color: white;         
app/gui/domains/operations/projects/panels/project_list_panel.py,59,#1d4ed8,"  #newProjectButton:hover { background: #1d4ed8; }             """"""         )         bt"
app/gui/domains/operations/projects/panels/project_list_panel.py,73,#e5e7eb,12px;                 border: 1px solid #e5e7eb;                 border-radius: 8px;   
app/gui/domains/operations/projects/panels/project_list_panel.py,77,#2563eb,"        QLineEdit:focus { border-color: #2563eb; }             """"""         )         la"
app/gui/domains/operations/projects/panels/project_list_panel.py,90,#e5e7eb,hite;                 border: 1px solid #e5e7eb;                 border-radius: 8px;   
app/gui/domains/operations/projects/panels/project_list_panel.py,98,#f3f4f6, #projectList::item:hover { background: #f3f4f6; }             #projectList::item:selec
app/gui/domains/operations/projects/panels/project_list_panel.py,99,#dbeafe,"rojectList::item:selected { background: #dbeafe; }             """"""         )         la"
app/gui/domains/operations/projects/panels/project_overview_panel.py,47,#64748b,"self._empty_label.setStyleSheet(""color: #64748b; font-size: 15px;"")         self._empty"
app/gui/domains/operations/projects/panels/project_overview_panel.py,77,#e2e8f0,"nt-weight: 600; font-size: 13px; color: #e2e8f0;"")         mon_layout.addWidget(mon_tit"
app/gui/domains/operations/projects/panels/project_overview_panel.py,81,#94a3b8,"   self._mon_body.setStyleSheet(""color: #94a3b8; font-size: 12px; line-height: 1.45;"") "
app/gui/domains/operations/projects/panels/project_overview_panel.py,100,#e2e8f0,"nt-weight: 600; font-size: 13px; color: #e2e8f0;"")         ctrl_layout.addWidget(ctrl_t"
app/gui/domains/operations/projects/panels/project_overview_panel.py,103,#94a3b8,"self._ctrl_budget.setStyleSheet(""color: #94a3b8; font-size: 12px;"")         self._ctrl_"
app/gui/domains/operations/projects/panels/project_overview_panel.py,107,#94a3b8,"self._ctrl_effort.setStyleSheet(""color: #94a3b8; font-size: 12px;"")         self._ctrl_"
app/gui/domains/operations/projects/panels/project_overview_panel.py,111,#94a3b8,"  self._ctrl_next.setStyleSheet(""color: #94a3b8; font-size: 12px;"")         ctrl_layout"
app/gui/domains/operations/projects/panels/project_overview_panel.py,114,#94a3b8,"self._ctrl_counts.setStyleSheet(""color: #94a3b8; font-size: 12px;"")         ctrl_layout"
app/gui/domains/operations/projects/panels/project_overview_panel.py,118,#64748b,"lf._ctrl_upcoming.setStyleSheet(""color: #64748b; font-size: 11px;"")         self._ctrl_"
app/gui/domains/operations/projects/panels/project_overview_panel.py,129,#93c5fd,dding: 8px 14px;                 color: #93c5fd;             }             QPushButton:
app/gui/domains/operations/projects/panels/project_overview_panel.py,149,#6ee7b7,ding: 10px 18px;                 color: #6ee7b7;                 font-weight: 500;     
app/gui/domains/operations/projects/panels/project_overview_panel.py,168,#93c5fd,ding: 10px 18px;                 color: #93c5fd;                 font-weight: 500;     
app/gui/domains/operations/projects/panels/project_overview_panel.py,185,#fca5a5,ding: 10px 18px;                 color: #fca5a5;                 font-weight: 500;     
app/gui/domains/operations/projects/panels/project_quick_actions_panel.py,35,#94a3b8,"nt-size: 13px; font-weight: 600; color: #94a3b8; margin-bottom: 8px;"")         layout.a"
app/gui/domains/operations/projects/panels/project_quick_actions_panel.py,60,#e9d5ff,: 10px 16px;                     color: #e9d5ff;                     font-size: 13px;  
app/gui/domains/operations/projects/panels/project_stats_panel.py,36,#f1f1f4,"nt-size: 20px; font-weight: 600; color: #f1f1f4;"")         inner.addWidget(self._value_"
app/gui/domains/operations/projects/panels/project_stats_panel.py,39,#64748b,".setStyleSheet(""font-size: 11px; color: #64748b;"")         inner.addWidget(lbl)        "
app/gui/domains/operations/prompt_studio/panels/editor_panel.py,49,#1f2937,"t-weight: bold; font-size: 14px; color: #1f2937;"")         header.addWidget(self._title"
app/gui/domains/operations/prompt_studio/panels/editor_panel.py,53,#f59e0b,"._dirty_indicator.setStyleSheet(""color: #f59e0b; font-size: 12px;"")         header.addW"
app/gui/domains/operations/prompt_studio/panels/editor_panel.py,104,#2563eb,mptButton {                 background: #2563eb;                 color: white;         
app/gui/domains/operations/prompt_studio/panels/editor_panel.py,111,#1d4ed8,  #savePromptButton:hover { background: #1d4ed8; }             #savePromptButton:disabl
